area;urbano;quartos;banheiros;vaga_estacionamento;andar;aceita_animais;mobiliada;condominio;aluguel;iptu;seguro
75;0;2;1;1;4;1;1;2065;6000;600;77
350;0;4;6;6;0;1;0;1200;7330;55;111
136;0;3;4;3;2;1;0;1490;2800;500;36
290;0;3;3;3;0;1;0;0;8000;542;121
99;0;2;2;2;4;1;0;590;4000;122;51
750;1;5;3;6;0;0;1;0;7980;46;142
110;1;2;2;1;0;1;0;0;3500;125;53
340;1;2;3;2;5;1;0;1500;4000;317;59
178;1;2;1;1;9;0;0;2900;3440;0;44
28;1;1;1;1;0;0;1;550;1250;0;17
38;0;1;1;0;2;0;0;0;1300;0;18
254;0;3;4;2;0;1;0;0;6150;200;110
51;0;2;1;1;6;1;0;200;1050;75;16
134;1;3;3;2;18;1;1;900;3500;390;45
38;1;1;1;1;16;1;0;450;2170;59;28
400;1;4;5;3;0;0;0;0;15000;0;191
136;0;3;2;2;7;1;1;2470;8000;558;104
250;0;4;5;2;17;1;1;2000;12000;9;153
94;1;2;2;2;3;1;0;890;4000;165;51
62;1;2;2;1;5;1;1;585;1750;38;23
80;1;2;2;1;0;1;1;0;2540;65;39
89;0;3;1;1;5;0;0;820;2050;150;26
51;1;2;1;0;2;1;0;271;980;21;13
40;1;1;1;1;19;0;1;420;3899;208;50
47;1;1;1;1;3;0;1;400;2200;0;33
210;0;3;5;3;2;1;1;1900;3800;0;49
230;1;4;4;4;1;1;1;2300;13500;1084;172
70;0;2;2;1;5;1;0;495;2450;59;32
117;0;3;1;1;3;1;0;258;1550;100;23
54;1;2;2;0;18;1;0;400;1100;0;15
105;0;2;1;0;0;1;0;0;1800;125;28
47;1;2;2;0;5;1;1;990;4210;158;55
120;1;3;1;0;2;1;0;200;2100;167;27
284;0;4;6;2;5;1;1;3300;11420;567;148
58;0;2;1;1;4;0;1;636;2493;80;9
95;0;2;1;1;3;1;0;300;2800;69;41
65;1;2;1;0;0;1;0;0;1000;47;16
188;0;3;4;2;0;1;1;650;3800;0;68
21;1;1;1;0;20;0;0;160;850;60;12
65;0;2;2;1;13;0;1;700;3200;0;41
50;0;2;1;0;9;1;1;620;1660;42;22
150;0;4;3;3;0;1;0;0;7500;109;113
90;1;3;3;1;1;1;0;320;2500;91;37
400;0;3;3;6;0;1;0;1200;7200;218;119
64;0;2;2;2;9;1;0;460;1964;134;8
80;0;2;1;1;2;0;0;315;2156;0;28
300;1;3;5;4;12;0;0;6593;6000;1974;77
240;0;3;3;2;0;1;1;0;3840;152;58
50;0;2;1;1;7;0;1;465;1357;0;6
820;0;4;4;6;0;1;0;2500;13000;2500;196
58;0;1;1;1;4;1;1;350;2300;139;34
230;1;3;2;2;7;1;0;1773;1965;441;25
43;1;1;1;1;21;1;1;888;2450;107;36
280;0;6;6;3;0;1;0;0;5000;1118;76
54;1;2;1;1;1;1;1;650;1350;0;18
200;0;6;2;1;0;1;0;0;3400;134;56
360;0;3;5;6;17;1;0;7552;3000;4830;39
650;1;5;8;7;0;1;1;0;15000;2667;226
38;1;1;1;0;1;1;0;300;850;34;13
373;0;4;5;5;7;1;0;2601;15000;188;200
47;0;1;1;1;1;0;1;400;2200;0;33
133;0;3;2;2;0;1;0;0;4300;255;65
150;1;4;2;2;1;1;0;1357;3700;211;50
80;0;3;2;1;3;1;0;430;1200;74;16
129;1;4;2;3;2;1;1;1100;5500;520;70
275;0;3;5;6;0;1;1;0;13000;500;196
44;0;1;1;0;4;1;0;632;1700;86;22
60;1;1;2;1;5;1;0;750;1900;163;26
170;0;3;4;4;13;1;0;1978;8000;759;107
40;0;1;1;2;5;1;0;915;1559;169;20
200;1;4;4;4;4;1;0;2500;4100;963;55
170;0;4;4;3;11;1;0;2500;2499;870;32
200;1;5;3;2;1;1;0;1480;9000;259;115
31;0;1;1;0;3;0;1;371;1900;0;25
135;0;3;2;1;8;1;0;1300;2165;209;32
400;1;3;3;1;3;1;0;3000;11000;142;140
70;1;2;1;0;0;1;0;320;1200;65;18
64;1;1;1;0;9;1;0;500;1750;0;23
73;1;2;1;1;4;1;0;625;1200;119;16
240;1;3;4;3;9;1;0;3211;5100;1102;65
115;1;2;1;1;0;1;0;0;1750;134;27
400;0;3;4;3;0;1;0;0;10000;1189;151
147;0;4;2;0;8;1;0;1150;2800;258;36
58;1;2;1;1;1;1;0;500;750;80;10
92;1;3;2;2;8;1;0;700;2000;145;26
330;0;3;6;4;0;1;0;0;8500;856;128
60;0;2;1;0;2;1;0;389;850;320;13
240;0;4;5;4;5;1;0;3000;6000;834;77
38;0;1;1;0;2;1;0;335;800;43;12
141;1;3;2;2;11;1;0;2200;6900;450;88
43;0;1;1;1;17;0;1;1050;2790;120;41
62;0;2;1;0;4;1;0;282;940;38;14
50;0;2;1;1;4;0;0;250;1500;35;20
75;0;2;1;1;7;1;0;350;1200;34;18
180;1;3;2;1;0;1;0;0;5400;459;82
33;1;1;1;0;11;0;0;290;600;10;8
580;0;6;6;8;0;1;0;0;10000;2800;151
136;1;3;3;2;1;0;0;1680;3200;525;41
238;0;4;4;3;1;0;0;2765;5000;1220;64
109;1;3;2;2;20;1;1;1200;4500;417;58
90;0;2;1;0;0;1;0;0;2400;170;37
171;1;2;2;1;2;1;0;1000;2200;200;33
40;1;1;1;0;16;1;0;580;1105;0;14
119;0;3;2;2;7;1;0;1650;1200;212;16
330;1;5;7;5;10;1;0;1030;4800;973;64
60;0;1;1;1;2;1;1;1072;4600;115;59
118;0;3;2;1;4;1;1;1800;6000;22;77
134;0;2;2;1;7;0;1;1493;3400;239;44
280;1;3;4;1;0;1;0;1;3700;100;56
120;0;3;2;1;0;1;0;0;1800;109;28
288;1;4;6;4;1;1;0;3634;4200;1155;54
180;0;3;3;2;11;1;0;1300;4000;409;51
43;1;1;1;1;6;1;0;500;3000;11;39
57;1;1;1;0;7;1;1;300;6000;17;77
200;1;3;3;0;0;1;0;0;4500;71;68
96;1;3;3;0;6;1;0;470;3572;30;46
320;1;4;5;4;0;1;0;300;6500;417;98
110;0;3;2;2;1;1;0;380;2150;192;29
35;1;1;1;1;11;0;1;444;3290;124;42
270;0;4;5;6;0;1;0;0;11000;400;166
85;1;2;1;1;1;0;0;539;1200;74;16
60;0;2;2;1;14;1;1;600;3000;209;39
550;0;4;5;5;0;1;0;0;5000;875;76
45;1;1;1;0;11;0;0;413;3800;81;49
130;0;3;2;2;0;1;0;0;5100;183;77
50;0;1;1;0;1;1;0;250;800;0;11
55;1;2;1;1;3;1;0;800;1800;42;23
47;1;1;1;1;1;0;1;400;2200;0;33
192;0;4;3;3;2;1;1;412;2400;196;32
70;1;2;2;2;3;1;0;700;1800;59;23
78;0;2;1;0;1;1;0;280;1480;32;22
45;1;1;1;1;1;1;0;320;900;84;14
250;1;2;2;1;0;1;0;15;900;67;15
90;1;3;1;0;18;1;1;500;2240;42;29
186;1;3;4;2;5;1;0;3000;13000;475;168
33;1;1;1;0;14;1;0;500;3999;0;51
250;0;5;4;5;0;1;0;0;4300;84;77
30;0;1;1;0;4;0;0;307;1750;79;23
106;0;3;1;0;2;1;0;380;2000;80;26
72;0;2;2;1;1;1;1;466;3000;93;39
90;1;2;1;1;1;1;0;1000;3000;50;39
102;1;3;2;1;10;1;0;950;3315;75;42
126;0;3;3;2;7;0;0;2500;2500;317;32
220;1;3;2;1;0;1;0;0;5000;500;76
42;1;1;1;1;13;1;0;500;2300;50;34
69;1;2;1;1;6;1;0;600;1600;0;21
50;0;2;1;1;24;1;0;380;1490;0;19
120;1;4;3;2;8;1;0;2010;2210;334;28
160;0;3;3;3;10;1;1;1850;3500;63;45
31;1;1;1;0;1;1;1;550;2900;0;37
70;0;3;1;1;8;1;0;523;1100;0;14
37;0;1;1;1;8;1;1;490;4000;90;51
63;0;1;1;1;9;0;1;1283;7400;286;94
57;1;2;1;0;7;1;0;430;1500;54;20
400;0;3;2;3;0;1;0;0;5500;1084;83
370;1;4;5;6;17;1;0;4300;14000;1900;178
255;1;4;3;0;6;1;0;2650;4500;692;58
110;0;2;2;1;1;1;0;1216;2700;1144;35
82;1;2;2;1;4;1;0;1900;2400;334;31
25;1;1;1;1;4;1;0;1850;2805;417;37
65;0;2;2;1;4;1;1;730;1750;83;23
45;1;1;1;0;10;1;0;300;800;108;11
95;1;2;2;2;11;1;0;1450;6300;267;82
55;1;1;2;1;2;1;0;650;1200;55;16
96;0;3;2;2;1;1;0;600;2300;294;31
72;0;2;1;2;5;1;1;600;3200;35;41
44;1;2;1;0;4;0;0;145;895;0;12
2000;1;3;3;2;2;1;1;3000;5000;200;67
49;1;2;1;1;16;1;0;350;1500;0;20
119;0;3;2;1;7;1;0;1011;3500;247;45
52;0;1;1;1;7;1;0;470;2000;89;26
80;0;2;1;1;19;1;0;740;1300;0;17
200;1;3;3;3;13;1;1;2338;5000;835;64
181;1;3;4;3;8;0;1;2500;8000;903;102
220;1;4;3;2;4;1;0;1263;2700;269;36
125;0;3;3;1;2;1;0;1070;2400;184;36
55;0;1;1;0;1;1;0;550;915;57;12
28;0;1;1;0;1;1;0;99;1200;10;18
48;1;2;1;1;10;1;1;380;1100;27;17
222;1;4;3;4;15;1;0;2600;6500;1000;83
138;0;3;3;2;0;1;0;0;2700;141;41
72;0;2;1;1;21;1;0;519;1701;155;22
171;1;4;4;4;1;1;0;2310;10000;85;127
55;1;1;2;1;15;1;1;695;2750;50;36
120;0;2;3;1;9;1;0;1264;2600;225;34
102;1;3;3;2;15;1;0;1100;3990;150;51
118;0;3;3;2;6;1;0;1200;3500;534;45
55;0;2;1;0;2;0;0;200;1260;0;16
197;1;4;3;2;4;1;0;2000;3200;325;47
49;0;1;1;0;0;0;0;0;1350;0;21
45;1;1;1;0;1;0;1;750;3300;249;43
104;1;2;2;2;7;1;1;1100;4200;210;54
73;1;3;2;2;17;1;0;570;2400;125;31
55;0;1;1;0;2;1;1;320;1150;30;17
202;0;4;4;3;13;1;0;2200;6000;1000;77
54;0;2;1;1;3;1;0;660;1650;50;21
75;0;2;1;0;1;0;0;0;1200;67;16
89;0;3;2;0;4;1;0;1100;2750;138;36
46;0;1;1;0;1;1;1;350;1800;0;23
386;0;4;6;4;0;1;0;6700;4250;667;64
240;0;3;3;1;0;1;0;0;4000;392;72
61;1;3;2;1;4;1;0;550;3000;117;39
80;0;2;2;1;3;1;0;700;2200;0;28
45;1;2;1;1;4;1;1;180;1300;39;18
18;1;1;1;0;0;1;0;0;1720;0;22
30;1;1;1;1;14;1;1;350;2580;83;33
300;1;4;4;6;1;1;0;550;3800;33;49
69;1;1;1;1;8;1;0;857;1200;100;16
157;0;3;2;2;15;1;0;1290;2200;208;28
30;0;1;1;0;3;1;0;314;700;0;10
32;0;1;1;0;9;0;0;300;1000;100;14
83;1;3;2;2;6;1;0;468;1600;130;22
55;1;2;2;2;3;1;0;780;2001;142;26
70;1;1;1;1;3;1;0;1000;2500;150;32
20;1;1;1;0;1;0;1;150;3142;67;40
298;1;4;2;3;0;1;0;0;3044;186;50
90;0;3;2;1;1;1;0;280;1300;100;18
147;0;2;2;1;8;1;0;1400;4000;314;51
48;0;1;1;1;0;1;0;0;2000;0;26
32;1;1;1;1;9;0;1;1500;3400;150;44
195;0;4;2;3;15;1;0;1475;2500;307;32
350;1;4;3;4;0;0;0;500;6000;500;91
74;0;2;1;0;2;0;0;1;2500;1;32
130;0;3;2;2;1;0;0;1324;3250;571;42
60;0;2;3;0;1;0;1;938;1940;0;25
55;1;2;1;1;9;0;0;655;1300;119;18
89;0;3;2;2;4;1;0;1050;1540;115;20
70;1;2;2;2;11;1;0;700;3300;115;49
141;0;4;2;1;2;1;0;0;3000;117;50
260;0;4;2;2;0;1;0;0;2500;251;41
168;1;4;2;2;0;1;0;0;3100;130;47
24;1;1;1;1;0;0;0;0;550;0;10
240;0;4;4;5;14;1;0;2400;4500;750;58
178;1;3;4;4;18;1;0;2650;10000;125;127
58;1;2;1;1;1;1;1;500;2380;120;31
800;0;4;7;8;0;0;0;10000;8500;209;128
180;0;3;2;2;11;1;0;2750;7000;730;89
101;0;3;4;2;4;0;1;1037;6140;359;78
50;0;1;1;0;1;0;0;150;830;0;11
55;1;2;1;1;4;1;0;190;600;67;8
120;1;2;3;2;0;1;0;0;5400;0;82
42;1;2;1;1;3;0;0;400;600;15;8
40;1;1;1;1;1;0;0;0;860;0;12
78;0;2;2;2;8;1;1;1400;5800;334;74
144;0;3;2;1;4;1;1;1450;2740;269;41
70;0;3;1;1;7;1;0;680;1200;71;16
440;0;4;4;4;0;0;0;0;4000;417;61
44;1;1;1;1;7;1;0;600;1250;65;19
596;0;4;5;2;0;1;1;0;15000;2620;226
230;0;3;4;3;0;1;1;2300;10000;417;178
100;0;2;1;0;13;1;0;750;1200;1680;16
300;0;3;3;8;0;1;0;0;5500;286;83
47;1;2;1;0;7;1;1;390;1900;0;8
105;0;3;2;2;6;1;0;1200;1620;165;21
65;1;2;2;1;14;0;0;610;1300;3;17
65;1;3;2;1;2;1;0;512;1860;135;24
60;0;2;2;2;6;1;0;1050;2100;344;27
314;0;3;4;3;0;1;0;0;4000;349;61
70;0;2;1;0;1;1;0;0;1800;92;23
80;1;3;2;1;5;1;0;1150;1450;0;19
350;0;3;5;5;0;1;0;0;5500;675;83
52;0;1;1;0;10;1;0;130;900;0;14
380;1;4;5;6;8;1;1;3150;4900;1737;63
70;1;1;1;0;1;1;0;634;2400;263;31
45;0;2;1;1;4;1;1;430;2364;77;30
44;0;1;1;1;9;1;1;1785;2930;205;38
142;1;4;4;3;15;0;0;1661;2870;559;37
96;1;3;1;1;11;1;1;575;2200;154;30
88;0;2;3;2;4;1;0;1200;2803;496;36
169;1;3;4;3;9;1;0;1800;8900;590;113
40;0;1;1;0;2;1;0;350;900;0;12
45;0;1;1;0;0;0;0;0;950;0;15
320;0;3;2;0;5;0;0;2300;6000;292;78
82;0;1;2;1;1;0;1;1000;11000;25;140
180;0;3;4;3;15;1;0;2200;8900;782;113
340;0;4;4;4;4;1;1;3100;8500;1400;108
100;0;3;3;1;4;1;0;800;2300;206;31
160;0;3;3;3;9;1;1;2400;10000;584;127
160;1;4;4;3;9;1;1;2184;6500;858;83
100;0;3;2;2;3;1;0;885;1200;80;16
33;1;1;1;1;12;0;0;552;4150;95;53
35;1;1;2;1;2;1;0;335;1870;0;7
52;1;2;2;1;12;1;0;350;1900;42;28
180;0;3;2;2;6;1;0;2066;5500;518;70
180;0;3;2;1;0;0;0;0;3000;163;46
300;0;4;4;4;12;1;0;3000;10000;1167;127
79;1;2;1;0;0;1;0;0;2050;218;26
66;0;2;1;0;4;1;0;450;1300;42;19
26;1;1;1;0;2;0;0;0;2060;0;27
367;0;4;5;6;1;0;0;4384;8000;2110;102
60;0;2;1;1;7;1;0;486;900;74;12
80;1;2;3;1;5;1;0;80;1800;0;28
50;1;2;1;0;0;1;0;0;1170;70;18
100;1;3;1;0;2;1;0;1290;1250;138;17
250;0;3;4;3;13;1;0;2800;6000;834;77
40;0;1;1;1;7;0;1;1300;1200;68;18
68;1;2;2;1;8;0;0;600;2400;125;31
35;0;1;1;1;14;0;0;1700;2000;275;26
46;1;2;1;1;0;1;0;236;750;16;11
21;0;1;1;0;2;1;0;0;3200;42;41
45;1;1;1;0;8;1;1;1690;3900;0;51
107;1;3;2;2;2;1;1;585;2400;184;32
220;1;3;3;5;0;1;0;0;7500;0;113
380;1;5;7;4;0;1;0;0;8000;775;121
150;0;3;3;2;20;0;0;2300;4000;417;51
15;1;1;1;0;2;0;0;0;1000;0;13
35;1;1;1;0;1;0;0;250;1305;0;17
120;0;3;4;2;1;1;0;1500;3000;670;39
24;0;2;2;1;13;1;0;993;5500;141;70
70;1;2;2;1;2;1;0;500;2720;75;40
50;0;1;2;0;0;1;0;250;1100;0;17
220;0;3;4;4;10;1;0;3500;7000;1000;89
180;0;3;4;3;3;1;0;1600;3500;65;45
148;0;3;2;3;3;1;1;1000;3000;167;44
52;0;2;1;1;7;1;0;633;1340;8;17
48;0;2;1;0;1;1;0;100;700;0;11
160;0;4;5;2;22;1;1;1200;6800;500;87
40;1;1;1;0;1;1;0;0;1000;56;13
40;1;1;1;0;2;0;1;685;2500;0;32
143;0;3;2;3;0;1;0;0;1700;70;26
550;0;3;4;8;0;1;0;0;4600;380;70
35;1;1;1;1;3;0;1;0;4200;17;54
50;1;2;1;0;18;1;0;500;1300;0;19
210;1;4;4;3;9;1;0;2100;9100;667;116
60;1;2;2;2;2;1;0;860;1840;165;24
217;0;4;4;3;3;1;1;4180;5000;1550;64
300;0;3;3;2;5;1;1;5000;11330;3334;146
45;1;1;1;0;0;1;1;250;2000;45;31
230;1;5;3;0;0;1;0;0;7200;343;109
139;0;3;5;3;3;1;1;1090;6700;232;85
48;1;2;1;0;3;1;0;100;1350;0;18
145;1;3;3;3;6;1;0;1100;12000;667;153
65;0;1;1;0;3;1;0;311;1350;525;20
180;0;3;3;2;3;1;0;400;2700;250;40
438;0;5;6;5;0;0;0;0;12000;817;181
100;0;2;2;1;10;1;1;1300;1979;225;26
430;0;4;4;2;6;1;0;3500;10000;1119;129
315;1;4;5;5;20;0;0;2500;4000;1000;29
374;0;3;4;2;0;1;1;2500;8250;473;147
270;1;3;2;1;9;1;0;2300;3920;34;50
92;1;2;3;2;5;0;0;1260;4200;275;54
220;0;3;3;2;8;0;1;1636;10000;542;147
243;1;4;3;3;16;1;0;3754;2000;1324;26
240;1;3;3;7;0;1;1;0;3400;349;61
260;0;4;5;5;3;1;1;0;15000;0;191
63;1;3;2;2;11;1;0;547;2050;54;30
238;1;4;5;3;1;0;0;2500;15000;375;58
60;1;2;2;2;15;1;0;692;1900;90;25
82;0;2;2;0;3;0;0;650;1600;5;21
74;0;3;1;1;3;1;0;350;1000;54;13
40;0;1;1;2;11;0;1;1000;3500;63;47
70;1;3;1;1;3;1;0;424;1100;0;17
83;1;3;2;3;18;1;0;745;2050;198;28
55;1;2;1;0;0;1;0;380;1350;0;18
290;0;3;2;2;0;0;1;0;8000;1334;121
250;0;5;3;4;0;1;0;0;5000;417;77
350;1;4;3;4;10;1;0;1600;7500;959;96
330;1;5;4;2;0;1;1;0;7650;720;115
82;0;3;3;2;4;1;0;550;1500;153;20
60;1;2;2;1;8;1;0;700;1420;59;18
74;1;2;1;0;1;1;0;1148;1900;212;25
160;1;3;3;2;4;1;0;150;2400;244;32
483;0;4;4;0;4;1;1;2000;4900;1167;72
35;0;1;1;0;16;1;1;560;2999;103;38
285;1;4;4;3;16;0;0;1100;4500;359;58
50;1;2;1;1;3;1;0;230;1100;28;15
77;0;2;2;0;4;1;0;700;1950;88;26
76;1;2;2;1;8;0;0;825;1600;33;21
200;0;2;1;0;0;1;0;0;2800;0;50
300;0;5;4;5;0;1;0;0;8500;60;128
105;0;3;2;1;13;1;1;1200;12000;459;155
55;1;1;1;1;7;1;0;480;700;45;9
75;1;2;2;1;5;1;0;450;1650;100;25
276;1;3;4;3;11;1;0;2590;7000;594;89
70;0;2;2;1;3;1;0;523;1050;100;14
460;1;7;5;5;0;1;1;1;9000;3129;136
135;1;4;2;2;13;1;1;1300;6489;467;84
64;0;2;1;1;1;0;0;210;1200;0;16
76;0;2;1;1;1;1;0;277;700;59;10
170;0;6;4;4;0;1;0;0;7200;0;109
85;1;2;1;1;1;0;0;735;2150;198;29
49;1;2;1;1;0;1;0;0;1000;0;13
128;0;4;2;0;2;0;0;1100;2000;10;26
96;1;3;2;2;10;1;0;1616;1610;162;21
45;0;1;1;1;1;1;1;1437;3000;382;39
32;1;1;1;1;2;0;1;1500;3250;300;42
37;1;1;1;0;4;1;0;340;1500;69;22
335;0;4;4;4;0;1;0;0;10000;678;164
56;1;2;1;1;3;1;0;860;1500;90;20
330;1;1;3;8;0;1;0;0;3147;0;48
21;0;1;1;0;2;1;0;0;2800;0;37
300;0;5;5;4;0;1;1;0;6500;525;98
373;1;4;4;4;0;1;1;350;6800;100;121
53;1;2;1;1;7;0;0;600;1200;60;16
156;1;3;3;3;20;1;0;1600;4900;917;63
80;1;2;1;0;2;0;1;180;1250;0;19
74;1;2;2;2;8;0;0;870;3300;270;42
103;0;3;2;1;0;1;0;0;4200;250;64
458;0;8;10;4;0;1;0;0;7000;419;115
98;1;2;1;0;0;0;0;0;1500;58;25
40;0;1;1;0;0;1;0;1;1000;6;16
65;1;1;1;0;3;0;0;185;1300;63;17
70;1;1;1;0;4;0;0;430;1300;17;17
55;0;1;1;1;14;0;1;460;3200;30;47
129;1;3;4;3;6;1;1;1650;2500;434;32
46;0;1;1;1;1;1;1;270;750;15;11
225;1;4;4;2;0;1;0;800;4445;352;79
215;0;3;1;1;18;1;0;1100;4000;240;51
100;1;3;3;2;0;0;0;120;2000;0;31
68;0;1;1;1;10;0;1;600;1000;48;13
82;0;3;1;1;8;0;0;709;1500;107;20
90;0;2;3;0;2;1;0;620;2150;60;28
250;0;5;2;6;0;1;0;0;9000;1417;136
392;1;4;4;4;0;1;0;0;10000;1250;151
134;1;3;4;2;3;1;1;1900;7000;466;91
53;0;2;1;1;1;1;0;310;510;16;7
165;0;2;2;0;2;1;1;0;2500;11;33
59;0;2;1;1;3;0;0;270;1400;417;18
55;0;1;1;1;3;1;0;340;900;50;14
80;1;2;2;1;12;0;0;580;1809;226;9
71;1;2;1;1;2;1;0;950;3140;190;41
200;1;3;3;2;0;1;0;1;5980;175;107
47;1;1;1;0;1;1;0;490;1200;26;16
78;0;1;1;2;8;0;1;1980;6000;317;77
70;1;2;1;0;9;1;0;0;1750;0;26
44;1;1;1;1;11;1;0;520;3500;225;47
56;1;2;1;1;7;1;0;380;1500;40;20
70;1;3;2;2;10;0;0;360;1560;80;21
150;0;3;3;2;12;1;0;1650;4000;142;51
60;0;1;1;0;4;0;1;1400;2000;192;26
200;0;3;4;4;10;1;0;2900;5500;1021;74
250;1;4;5;4;5;0;0;3000;10000;0;127
250;0;4;5;3;0;1;0;0;5000;565;76
40;0;1;1;1;10;1;1;210;1180;20;18
117;0;4;5;4;10;0;0;1523;3175;711;41
104;0;3;1;0;3;0;0;600;650;69;9
120;1;3;1;0;3;0;0;800;4500;234;58
125;0;3;2;0;7;1;0;1300;2968;274;40
33;0;2;1;0;6;1;0;300;1900;0;25
99;1;3;2;1;10;1;0;1080;3500;192;46
63;1;1;1;0;12;1;0;870;2600;0;33
43;0;2;1;0;12;1;0;586;2000;63;26
61;1;2;2;2;2;0;1;1023;3160;270;41
76;0;2;2;1;8;1;1;1200;3700;167;48
52;0;2;1;1;0;1;0;350;950;84;14
39;0;1;1;0;3;1;1;350;1700;0;22
126;0;3;1;1;4;1;0;1137;2200;125;33
305;0;2;3;0;10;1;0;3500;5000;667;64
80;1;2;2;0;3;0;0;931;2700;0;35
85;1;2;1;1;4;1;0;450;1700;100;22
74;0;3;2;2;13;1;1;402;2300;58;34
130;1;3;2;1;3;0;0;1303;2300;172;30
113;1;3;2;1;6;1;0;1000;3000;50;39
108;0;2;1;3;0;1;0;0;5000;260;76
270;0;4;4;4;0;1;0;0;10800;800;163
111;1;3;4;3;1;1;0;2500;2700;704;35
142;0;3;2;1;1;1;1;1732;2868;247;37
48;1;1;1;1;5;1;1;240;1100;16;17
76;1;3;2;2;10;1;0;365;2500;37;32
42;1;1;1;0;13;0;0;760;2260;147;29
500;1;4;5;4;0;0;1;0;12750;2087;192
375;0;4;4;4;22;0;0;4916;4700;3025;60
690;0;4;5;2;21;0;0;4798;9500;1301;123
172;0;4;4;3;1;1;0;1800;7500;792;96
15;0;1;1;0;0;1;0;0;700;0;10
130;1;3;2;2;5;1;0;2250;6500;415;84
90;1;3;2;2;2;1;0;1320;1700;225;22
68;0;3;2;2;9;1;1;550;2700;76;35
260;0;4;4;4;0;1;0;0;14000;1834;211
87;0;2;3;2;1;1;1;1200;3560;492;46
80;0;2;1;0;0;0;0;0;1500;0;23
20;1;1;1;0;6;1;1;602;1800;130;23
140;1;2;1;2;0;1;0;0;5000;584;76
45;0;2;1;1;1;1;0;176;1300;64;17
230;0;3;4;4;5;1;1;1800;10000;715;127
125;0;3;3;2;4;1;0;1550;3000;650;39
80;0;2;1;0;3;0;1;800;1360;9;18
22;1;1;1;1;8;1;1;587;4500;150;58
280;0;4;3;3;0;1;0;0;2167;169;33
126;0;3;4;3;6;1;0;2500;3200;579;41
64;1;3;2;1;1;1;1;600;1620;0;24
70;1;2;1;1;3;1;0;950;3800;125;49
65;0;2;1;0;0;1;0;0;1200;34;19
98;0;3;1;0;1;1;0;400;1050;84;16
136;1;3;3;2;6;1;0;230;2700;234;36
80;1;2;2;2;0;1;0;0;2465;0;38
54;0;2;1;1;8;1;1;300;1000;50;15
55;0;1;1;1;2;1;0;300;1000;50;15
190;1;3;2;1;4;1;0;1800;5100;417;66
130;1;3;2;2;8;1;0;1310;6500;338;83
54;1;2;1;1;1;1;0;670;1932;73;8
200;0;3;4;4;2;0;1;3300;12000;1167;153
150;0;3;3;2;3;0;0;2100;3600;499;46
205;0;3;4;4;13;1;0;1700;6000;650;77
310;0;3;3;2;0;0;0;0;10400;0;157
250;1;3;4;4;0;1;0;0;4500;334;68
60;1;2;1;1;1;1;0;0;1100;0;14
66;1;2;2;1;5;1;1;750;2980;0;38
176;0;3;4;3;20;0;0;2004;9500;584;121
48;1;1;1;0;4;1;1;250;1300;34;19
90;0;2;1;0;3;1;0;940;3490;234;45
67;1;2;2;1;9;1;0;300;1700;0;25
55;1;2;1;1;8;0;0;160;900;0;12
50;1;2;2;1;14;1;0;520;1550;100;20
140;1;3;1;1;3;1;0;1200;4090;0;53
18;0;1;1;0;14;0;0;540;880;101;12
120;1;4;3;2;2;1;0;0;3250;0;44
50;1;1;1;0;1;0;0;298;850;15;11
220;1;3;4;3;0;1;1;0;4600;126;70
25;1;1;1;1;4;0;1;1449;3070;700;39
230;1;4;2;1;2;1;0;300;2850;190;38
80;1;2;1;0;0;1;0;0;2200;0;34
180;0;3;3;2;7;1;0;3000;7000;292;89
62;1;2;1;0;0;1;0;50;1300;0;20
440;0;3;2;3;5;0;0;100;10500;84;154
200;0;3;3;3;3;1;0;3162;4790;876;61
180;0;3;2;3;2;1;1;0;5100;250;75
300;0;8;3;0;0;1;0;0;5100;250;91
360;0;6;2;0;0;1;0;1;6000;688;99
55;1;2;2;0;6;1;0;740;2000;220;26
400;0;4;6;4;0;1;0;0;15000;1875;226
19;1;1;1;0;0;0;0;0;1200;41;16
326;1;4;7;4;0;1;0;0;4200;184;64
240;1;4;4;3;4;1;0;8000;2000;2000;26
35;0;1;1;0;0;1;0;0;1600;0;25
110;1;3;1;0;1;1;0;1100;1800;131;24
103;0;2;3;2;17;1;1;7000;9000;500;115
273;1;3;5;4;5;1;0;2695;10900;1057;139
250;1;4;5;2;0;1;0;0;8000;338;121
67;0;2;2;1;2;1;1;413;1240;55;19
45;0;1;1;1;3;1;1;2000;4850;334;62
19;0;1;1;0;0;0;0;0;1200;0;16
90;1;3;2;1;13;1;0;1300;2050;230;27
143;1;3;3;2;20;1;0;1900;8400;539;107
75;0;2;1;1;14;0;1;1200;2380;196;31
115;1;3;2;1;2;1;0;1200;2900;317;38
100;0;3;2;2;3;0;0;400;2300;165;31
63;1;2;2;1;19;1;0;184;4400;136;56
70;0;2;2;1;2;1;0;1100;2500;230;33
80;0;3;2;2;1;0;1;400;2500;126;34
215;1;3;4;2;0;1;0;0;5000;318;76
75;0;3;2;1;3;0;0;550;2125;67;27
35;1;1;1;0;1;0;0;250;1305;0;17
400;0;3;5;4;11;1;0;3830;3500;1419;45
109;0;4;2;3;1;1;0;280;1950;63;29
75;1;2;2;1;3;1;0;684;1800;84;24
23;0;1;1;0;25;1;0;399;2150;0;28
172;0;4;3;2;5;1;1;1050;8300;180;106
73;0;2;2;1;16;1;0;550;2160;105;28
